e,E,s,t,p,q,T,m,M
trade,1752424123110,BTCUSDT,5081837940,118843.99000000,0.00560000,1752424123109,True,True
trade,1752424123110,BTCUSDT,5081837941,118843.99000000,0.01517000,1752424123109,True,True
trade,1752424123217,BTCUSDT,5081837942,118844.00000000,0.05000000,1752424123216,False,True
trade,1752424123895,BTCUSDT,5081837943,118844.00000000,0.00005000,1752424123895,False,True
trade,1752424123895,BTCUSDT,5081837944,118844.00000000,0.00005000,1752424123895,False,True
trade,1752424123895,BTCUSDT,5081837945,118844.00000000,0.00001000,1752424123895,False,True
trade,1752424124301,BTCUSDT,5081837946,118843.99000000,0.00087000,1752424124301,True,True
trade,1752424124310,BTCUSDT,5081837947,118844.00000000,0.00005000,1752424124309,False,True
trade,1752424124310,BTCUSDT,5081837948,118844.00000000,0.00002000,1752424124309,False,True
trade,1752424124496,BTCUSDT,5081837949,118844.00000000,0.00003000,1752424124496,False,True
trade,1752424124496,BTCUSDT,5081837950,118844.00000000,0.00013000,1752424124496,False,True
trade,1752424124496,BTCUSDT,5081837951,118844.00000000,0.00022000,1752424124496,False,True
trade,1752424124731,BTCUSDT,5081837952,118844.00000000,0.00011000,1752424124731,False,True
trade,1752424124890,BTCUSDT,5081837953,118843.99000000,0.00082000,1752424124890,True,True
trade,1752424125143,BTCUSDT,5081837954,118844.00000000,0.00011000,1752424125143,False,True
trade,1752424125151,BTCUSDT,5081837955,118843.99000000,0.00011000,1752424125151,True,True
trade,1752424125460,BTCUSDT,5081837956,118844.00000000,0.00004000,1752424125459,False,True
trade,1752424125549,BTCUSDT,5081837957,118844.00000000,0.00002000,1752424125548,False,True
trade,1752424125549,BTCUSDT,5081837958,118844.00000000,0.00009000,1752424125548,False,True
trade,1752424125638,BTCUSDT,5081837959,118844.00000000,0.00040000,1752424125637,False,True
trade,1752424125638,BTCUSDT,5081837960,118844.00000000,0.00050000,1752424125637,False,True
trade,1752424125638,BTCUSDT,5081837961,118844.00000000,0.00010000,1752424125637,False,True
trade,1752424125638,BTCUSDT,5081837962,118844.00000000,0.00005000,1752424125637,False,True
trade,1752424125638,BTCUSDT,5081837963,118844.00000000,0.00059000,1752424125637,False,True
trade,1752424125866,BTCUSDT,5081837964,118844.00000000,0.00010000,1752424125865,False,True
trade,1752424126584,BTCUSDT,5081837965,118844.00000000,0.00047000,1752424126583,False,True
trade,1752424126585,BTCUSDT,5081837966,118843.99000000,0.00019000,1752424126584,True,True
trade,1752424126896,BTCUSDT,5081837967,118844.00000000,0.00008000,1752424126896,False,True
trade,1752424126907,BTCUSDT,5081837968,118843.99000000,0.00036000,1752424126906,True,True
trade,1752424126910,BTCUSDT,5081837969,118844.00000000,0.00027000,1752424126910,False,True
trade,1752424127035,BTCUSDT,5081837970,118843.99000000,0.00021000,1752424127035,True,True
trade,1752424128115,BTCUSDT,5081837971,118844.00000000,0.00013000,1752424128114,False,True
trade,1752424128968,BTCUSDT,5081837972,118843.99000000,0.00083000,1752424128968,True,True
trade,1752424129262,BTCUSDT,5081837973,118844.00000000,0.00020000,1752424129262,False,True
trade,1752424129814,BTCUSDT,5081837974,118843.99000000,0.00337000,1752424129814,True,True
trade,1752424130018,BTCUSDT,5081837975,118844.00000000,0.00011000,1752424130018,False,True
trade,1752424130394,BTCUSDT,5081837976,118844.00000000,0.00252000,1752424130394,False,True
trade,1752424130424,BTCUSDT,5081837977,118844.00000000,0.00011000,1752424130424,False,True
trade,1752424130757,BTCUSDT,5081837978,118844.00000000,0.00422000,1752424130756,False,True
trade,1752424130899,BTCUSDT,5081837979,118844.00000000,0.00011000,1752424130899,False,True
trade,1752424131162,BTCUSDT,5081837980,118843.99000000,0.00219000,1752424131161,True,True
trade,1752424131855,BTCUSDT,5081837981,118844.00000000,0.00010000,1752424131855,False,True
trade,1752424131960,BTCUSDT,5081837982,118844.00000000,0.00007000,1752424131959,False,True
trade,1752424132230,BTCUSDT,5081837983,118843.99000000,0.00036000,1752424132230,True,True
trade,1752424132693,BTCUSDT,5081837984,118844.00000000,0.00011000,1752424132693,False,True
trade,1752424133262,BTCUSDT,5081837985,118843.99000000,0.00671000,1752424133261,True,True
trade,1752424134696,BTCUSDT,5081837986,118843.99000000,0.00009000,1752424134696,True,True
trade,1752424134983,BTCUSDT,5081837987,118843.99000000,0.00025000,1752424134983,True,True
trade,1752424135309,BTCUSDT,5081837988,118843.99000000,0.00521000,1752424135308,True,True
trade,1752424135328,BTCUSDT,5081837989,118844.00000000,0.00011000,1752424135328,False,True
trade,1752424135350,BTCUSDT,5081837990,118844.00000000,0.00044000,1752424135350,False,True
trade,1752424135407,BTCUSDT,5081837991,118843.99000000,0.01402000,1752424135407,True,True
trade,1752424135584,BTCUSDT,5081837992,118844.00000000,0.00024000,1752424135583,False,True
trade,1752424135684,BTCUSDT,5081837993,118843.99000000,0.00036000,1752424135683,True,True
trade,1752424135811,BTCUSDT,5081837994,118843.99000000,0.00015000,1752424135811,True,True
trade,1752424135918,BTCUSDT,5081837995,118843.99000000,0.00141000,1752424135917,True,True
trade,1752424135933,BTCUSDT,5081837996,118844.00000000,0.00011000,1752424135932,False,True
trade,1752424136406,BTCUSDT,5081837997,118844.00000000,0.00268000,1752424136406,False,True
trade,1752424136481,BTCUSDT,5081837998,118844.00000000,0.00011000,1752424136481,False,True
trade,1752424136902,BTCUSDT,5081837999,118844.00000000,0.00102000,1752424136902,False,True
trade,1752424137218,BTCUSDT,5081838000,118844.00000000,0.00400000,1752424137218,False,True
trade,1752424137540,BTCUSDT,5081838001,118843.99000000,0.00036000,1752424137540,True,True
trade,1752424137636,BTCUSDT,5081838002,118843.99000000,0.00094000,1752424137635,True,True
trade,1752424138051,BTCUSDT,5081838003,118844.00000000,0.00029000,1752424138050,False,True
trade,1752424138073,BTCUSDT,5081838004,118843.99000000,0.00013000,1752424138072,True,True
trade,1752424139306,BTCUSDT,5081838005,118843.99000000,0.00027000,1752424139306,True,True
trade,1752424139503,BTCUSDT,5081838006,118843.99000000,0.00841000,1752424139502,True,True
trade,1752424139929,BTCUSDT,5081838007,118844.00000000,0.00089000,1752424139929,False,True
trade,1752424140410,BTCUSDT,5081838008,118843.99000000,0.01200000,1752424140410,True,True
trade,1752424140731,BTCUSDT,5081838009,118844.00000000,0.00011000,1752424140731,False,True
trade,1752424141266,BTCUSDT,5081838010,118844.00000000,0.00011000,1752424141266,False,True
trade,1752424141665,BTCUSDT,5081838011,118844.00000000,0.00011000,1752424141665,False,True
trade,1752424142191,BTCUSDT,5081838012,118843.99000000,0.00015000,1752424142190,True,True
trade,1752424142442,BTCUSDT,5081838013,118843.99000000,0.00007000,1752424142442,True,True
trade,1752424142455,BTCUSDT,5081838014,118844.00000000,0.00065000,1752424142455,False,True
trade,1752424142895,BTCUSDT,5081838015,118844.00000000,0.06469000,1752424142895,False,True
trade,1752424142920,BTCUSDT,5081838016,118843.99000000,0.00036000,1752424142920,True,True
trade,1752424143463,BTCUSDT,5081838017,118843.99000000,0.00008000,1752424143463,True,True
trade,1752424143570,BTCUSDT,5081838018,118844.00000000,0.00008000,1752424143570,False,True
trade,1752424143661,BTCUSDT,5081838019,118843.99000000,0.00006000,1752424143660,True,True
trade,1752424143973,BTCUSDT,5081838020,118843.99000000,0.00039000,1752424143972,True,True
trade,1752424145316,BTCUSDT,5081838021,118844.00000000,0.00008000,1752424145315,False,True
trade,1752424146301,BTCUSDT,5081838022,118844.00000000,0.00011000,1752424146300,False,True
trade,1752424146681,BTCUSDT,5081838023,118844.00000000,0.00012000,1752424146681,False,True
trade,1752424146698,BTCUSDT,5081838024,118844.00000000,0.00011000,1752424146698,False,True
trade,1752424146803,BTCUSDT,5081838025,118843.99000000,0.00248000,1752424146803,True,True
trade,1752424147583,BTCUSDT,5081838026,118844.00000000,0.00011000,1752424147583,False,True
trade,1752424147686,BTCUSDT,5081838027,118844.00000000,0.00392000,1752424147686,False,True
trade,1752424147740,BTCUSDT,5081838028,118844.00000000,0.00025000,1752424147740,False,True
trade,1752424148600,BTCUSDT,5081838029,118843.99000000,0.00068000,1752424148600,True,True
trade,1752424148737,BTCUSDT,5081838030,118844.00000000,0.00420000,1752424148737,False,True
trade,1752424149197,BTCUSDT,5081838031,118843.99000000,0.00036000,1752424149197,True,True
trade,1752424149736,BTCUSDT,5081838032,118844.00000000,0.02458000,1752424149735,False,True
